causa_morte,descricao_morte,soma_morte
O995,"Doenças do Aparelho Respiratório Complicando a Gravidez, o Parto e o Puerpério",54
O159,Eclâmpsia Não Especificada Quanto ao Período,54
K818,Outras Colecistites,54
I611,Hemorragia Intracerebral Hemisférica Cortical,54
G912,Hidrocefalia de Pressão Normal,54
C792,Neoplasia Maligna Secundária da Pele,54
C450,Mesotelioma da Pleura,54
B59,Pneumocistose,54
B377,Septicemia Por Candida,54
A879,Meningite Viral Não Especificada,54
Q201,Ventrículo Direito Com Dupla Via de Saída,53
P023,Feto e Recém-nascido Afetados Por Síndromes de Transfusão Placentária,53
K668,Outras Afecções Especificadas do Peritônio,53
K638,Outras Doenças Especificadas do Intestino,53
E874,Distúrbio Misto do Equilíbrio Ácido-básico,53
B220,Doença Pelo HIV Resultando em Encefalopatia,53
A085,Outras Infecções Intestinais Especificadas,53
W800,Inalação e Ingestão de Outros Objetos Causando Obstrução do Trato Respiratório,52
W070,Queda de Uma Cadeira,52
V498,Ocupante (qualquer) de um Automóvel (carro) Traumatizado em Outros Acidentes de Transporte Especificados,52
P003,Feto e Recém-nascido Afetados Por Outras Doenças Circulatórias e Respiratórias Maternas,52
N201,Calculose do Ureter,52
N139,Uropatia Obstrutiva e Por Refluxo Não Especificada,52
K318,Outras Doenças Especificadas do Estômago e do Duodeno,52
I441,Bloqueio Atrioventricular de Segundo Grau,52
G403,Epilepsia e Síndromes Epilépticas Generalizadas Idiopáticas,52
E888,Outros Distúrbios Especificados do Metabolismo,52
C783,Neoplasia Maligna Secundária de Outros Órgãos Respiratórios e Não Especificados,52
C548,Neoplasia Maligna do Corpo do Útero Com Lesão Invasiva,52
C152,Neoplasia Maligna da Porção Abdominal do Esôfago (esôfago Abdominal),52
B690,Cisticercose do Sistema Nervoso Central,52
A410,Septicemia Por Staphylococcus Aureus,52
X991,Agressão Por Meio de Objeto Cortante ou Penetrante,51
X729,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,51
W207,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",51
Q218,Outras Malformações Congênitas Dos Septos Cardíacos,51
P020,Feto e Recém-nascido Afetados Por Placenta Prévia,51
N398,Outros Transtornos Especificados do Aparelho Urinário,51
K20,Esofagite,51
I256,Isquemia Miocárdica Silenciosa,51
G800,Paralisia Cerebral Quadriplágica Espástica,51
G379,"Doença Desmielinizante do Sistema Nervoso Central, Não Especificada",51
C925,Leucemia Mielomonocítica Aguda,51
A415,Septicemia Por Outros Microorganismos Gram-negativos,51
A270,Leptopirose Icterohemorrágica,51
A161,"Tuberculose Pulmonar, Sem Realização de Exame Bacteriológico ou Histológico",51
X094,"Exposição a Tipo Não Especificado de Fumaça, Fogo ou Chamas",50
V871,Pessoa Traumatizada em Uma Colisão Entre Outro Veículo a Motor e um Veículo a Motor de Duas ou Três Rodas (acidente de Trânsito),50
Q792,Exonfalia,50
Q019,Encefalocele Não Especificada,50
N768,Outras Inflamações Especificadas da Vagina e da Vulva,50
K351,Apendicite Aguda Com Abscesso Peritonial,50
K223,Perfuração do Esôfago,50
A151,"Tuberculose Pulmonar, Com Confirmação Somente Por Cultura",50
X629,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",49
V209,Motociclista Traumatizado em Colisão Com um Pedestre ou um Animal,49
V149,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,49
Q031,Atresia Das Fendas de Luschka e do Forâmen de Magendie,49
K838,Outras Doenças Especificadas Das Vias Biliares,49
K551,Transtornos Vasculares Crônicos do Intestino,49
I772,Ruptura de Artéria,49
I348,Outros Transtornos Não-reumáticos da Valva Mitral,49
G231,Oftalmoplegia Supranuclear Progressiva (Steele-Richardson-Olszewski),49
E139,Outros Tipos Especificados de Diabetes Mellitus,49
E137,Outros Tipos Especificados de Diabetes Mellitus,49
D410,Neoplasia de Comportamento Incerto ou Desconhecido do Rim,49
C835,"Linfoma Não-Hodgkin Difuso, Linfoblástico (difuso)",49
C459,"Mesotelioma, Não Especificado",49
Y579,Efeitos Adversos de Droga e Medicamento Não Especificado,48
X659,Auto-intoxicação Voluntária Por Álcool,48
W690,Afogamento e Submersão em Águas Naturais,48
V230,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Condutor Traumatizado em Acidente Não-de-trânsito",48
P780,Perfuração Intestinal no Período Perinatal,48
N739,Doença Inflamatória Não Especificada da Pelve Feminina,48
M469,Espondilopatia Inflamatória Não Especificada,48
L511,Eritema Multiforme Bolhoso,48
C951,Leucemia Crônica de Tipo Celular Não Especificado,48
C794,Neoplasia Maligna Secundária de Outras Partes do Sistema Nervoso e Não Especificadas,48
C772,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Intra-abdominais,48
B212,Doença Pelo HIV Resultando em Outros Tipos de Linfoma Não-Hodgkin,48
W011,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",47
V545,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,47
P019,"Feto e Recém-nascido Afetados Por Afecções Maternas da Gravidez, Não Especificadas",47
M866,Outra Osteomielite Crônica,47
K811,Colecistite Crônica,47
K272,Úlcera Péptica de Localização Não Especificada,47
E104,Diabetes Mellitus Insulino-dependente,47
C469,"Sarcoma de Kaposi, Não Especificado",47
A152,"Tuberculose Pulmonar, Com Confirmação Histológica",47
X940,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",46
W204,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",46
W174,Outras Quedas de um Nível a Outro,46
V845,Condutor (motorista) de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente Não-de-trânsito,46
Q259,Malformação Congênita Não Especificada Das Grandes Artérias,46
P025,Feto e Recém-nascido Afetados Por Outras Compressões do Cordão Umbilical,46
P024,Feto e Recém-nascido Afetados Por Prolapso de Cordão Umbilical,46
G909,Transtorno Não Especificado do Sistema Nervoso Autônomo,46
G825,Tetraplegia Não Especificada,46
G402,Epilepsia e Síndromes Epilépticas Sintomáticas Definidas Por Sua Localização (focal) (parcial) Com Crises Parciais Complexas,46
E161,Outra Hipoglicemia,46
E113,Diabetes Mellitus Não-insulino-dependente,46
C254,Neoplasia Maligna do Pâncreas Endócrino,46
B92,Seqüelas de Hanseníase (lepra),46
B571,"Forma Aguda da Doença de Chagas, Sem Comprometimento Cardíaco",46
W875,Exposição a Corrente Elétrica Não Especificada,45
V194,"Condutor Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",45
Q200,Tronco Arterial Comum,45
Q079,Malformação Congênita Não Especificada do Sistema Nervoso,45
P916,Encefalopatia Hipóxico-isquêmica do Recém-nascido,45
P292,Hipertensão Neonatal,45
P289,"Afecção Respiratória do Recém-nascido, Não Especificada",45
N321,Fístula Êntero-vesical,45
K630,Abscesso do Intestino,45
I822,Embolia e Trombose de Veia Cava,45
I820,Síndrome de Budd-Chiari,45
I778,Outras Afecções Especificadas Das Artérias e Das Arteríolas,45
I071,Insuficiência Tricúspide,45
E784,Outras Hiperlipidemias,45
C838,Outros Tipos de Linfoma Não-Hodgkin Difuso,45
C447,"Neoplasia Maligna da Pele do Membro Inferior, Incluindo Quadril",45
C261,Neoplasia Maligna do Baço,45
A165,"Pleurisia Tuberculosa, Sem Menção de Confirmação Bacteriológica ou Histológica",45
X911,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",44
X469,Envenenamento (intoxicação) Acidental Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores,44
X239,"Contato Com Abelhas, Vespas e Vespões",44
X049,Exposição a Combustão de Substância Muito Inflamável,44
O882,Embolia Obstétrica Por Coágulo de Sangue,44
O149,Pré-eclâmpsia Não Especificada,44
M622,Infarto Isquêmico do Músculo,44
K228,Outras Doenças Especificadas do Esôfago,44
G918,Outras Formas de Hidrocefalia,44
G609,Neuropatia Hereditária e Idiopática Não Especificada,44
Y298,"Contato Com Objeto Contundente, Intenção Não Determinada",43
Q446,Doença Cística do Fígado,43
O996,"Doenças do Aparelho Digestivo Complicando a Gravidez, o Parto e o Puerpério",43
M311,Microangiopatia Trombótica,43
L120,Penfigóide Bolhoso,43
K625,Hemorragia do Ânus e do Reto,43
K262,Úlcera Duodenal,43
J156,Pneumonia Devida a Outras Bactérias Aeróbicas Gram-negativas,43
I741,Embolia e Trombose de Outras Porções da Aorta e Das Não Especificadas,43
G621,Polineuropatia Alcoólica,43
D599,Anemia Hemolítica Adquirida Não Especificada,43
D383,Neoplasia de Comportamento Incerto ou Desconhecido do Mediastino,43
D377,Neoplasia de Comportamento Incerto ou Desconhecido de Outros Órgãos Digestivos,43
C709,"Neoplasia Maligna da Meninge, Não Especificada",43
C696,Neoplasia Maligna da Órbita,43
C670,Neoplasia Maligna do Trígono da Bexiga,43
C501,Neoplasia Maligna da Porção Central da Mama,43
C048,Neoplasia Maligna do Assoalho da Boca Com Lesão Invasiva,43
Y871,Seqüelas de Uma Agressão,42
Y248,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada",42
Y048,Agressão Por Meio de Força Corporal,42
X748,Lesão Autoprovocada Intencionalmente Por Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada,42
X424,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,42
V686,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,42
V196,"Ciclista Não Especificado Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",42
V051,Pedestre Traumatizado em Colisão Com Trem (comboio) ou um Veículo Ferroviário,42
R104,Outras Dores Abdominais e as Não Especificadas,42
Q601,Agenesia Bilateral do Rim,42
Q442,Atresia Das Vias Biliares,42
O85,Infecção Puerperal,42
K868,Outras Doenças Especificadas do Pâncreas,42
K266,Úlcera Duodenal,42
I676,Trombose Não-piogênica do Sistema Venoso Intracraniano,42
I636,Infarto Cerebral Devido a Trombose Venosa Cerebral Não-piogênica,42
I470,Arritmia Ventricular Por Reentrada,42
I081,Transtornos de Ambas as Valvas Mitral e Tricúspide,42
I00,Febre Reumática Sem Menção de Comprometimento do Coração,42
C844,"Linfoma de Células T, Periférico",42
C138,Neoplasia Maligna da Hipofaringe Com Lesão Invasiva,42
A99,Febres Hemorrágicas Virais Não Especificadas,42
X808,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado,41
X789,Lesão Autoprovocada Intencionalmente Por Objeto Cortante ou Penetrante,41
V849,Ocupante Não Especificado de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizada em um Acidente Não-de-trânsito,41
V484,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,41
V225,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,41
R001,Bradicardia Não Especificada,41
Q253,Estenose da Aorta,41
Q070,Síndrome de Arnold-Chiari,41
N288,Outros Transtornos Especificados do Rim e do Ureter,41
N133,Outras Hidronefroses e as Não Especificadas,41
M350,Síndrome Seca (Sjögren),41
K661,Hemoperitônio,41
I950,Hipotensão Idiopática,41
I510,Defeito Adquirido de Septo Cardíaco,41
G802,Paralisia Cerebral Hemiplégica Espástica,41
F106,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,41
E079,Transtorno Não Especificado da Tireóide,41
D762,Síndrome Hematofagocítica Associada à Infecção,41
C915,Leucemia de Células T do Adulto,41
C574,Neoplasia Maligna Dos Anexos Uterinos,41
C323,Neoplasia Maligna Das Cartilagens da Laringe,41
W135,Queda de ou Para Fora de Edifícios ou Outras Estruturas,40
V444,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,40
Q898,Outras Malformações Congênitas Especificadas,40
Q339,Malformação Congênita Não Especificada do Pulmão,40
N359,Estenose (estreitamento) Uretral Não Especificada(o),40
K716,Doença Hepática Tóxica Com Hepatite Não Classificada em Outra Parte,40
K122,Celulite e Abscesso da Boca,40
I341,Prolapso (da Valva) Mitral,40
H669,Otite Média Não Especificada,40
G001,Meningite Pneumocócica,40
E131,Outros Tipos Especificados de Diabetes Mellitus,40
E055,"Crise ou ""tempestade"" Tireotóxica",40
D694,Outra Trombocitopenia Primária,40
C068,Neoplasia Maligna de Outras Partes e de Partes Não Especificadas da Boca Com Lesão Invasiva,40
B259,Doença Não Especificada Por Citomegalovírus,40
A319,Infecção Micobacteriana Não Especificada,40
A048,Outras Infecções Bacterianas Intestinais Especificadas,40
X970,"Agressão Por Meio de Fumaça, Fogo e Chamas",39
X620,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",39
V746,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,39
P051,Pequeno Para a Idade Gestacional,39
N921,Menstruação Excessiva e Freqüente Com Ciclo Irregular,39
N499,"Transtorno Inflamatório de Órgão Genital Masculino, Não Especificado",39
M729,Transtorno Fibroblástico Não Especificado,39
L033,Celulite do Tronco,39
K561,Intussuscepção,39
J678,"Pneumonites de Hipersensibilidade, Devidas a Outras Poeiras Orgânicas",39
J410,Bronquite Crônica Simples,39
G458,Outros Acidentes Isquêmicos Cerebrais Transitórios e Síndromes Correlatas,39
G210,Síndrome Maligna Dos Neurolépticos,39
D688,Outros Defeitos Especificados da Coagulação,39
D291,Neoplasia Benigna da Próstata,39
C051,Neoplasia Maligna do Palato Mole,39
C009,"Neoplasia Maligna do Lábio, Não Especificado",39
Y330,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada",38
W119,Queda em ou de Escadas de Mão,38
Q439,Malformação Congênita Não Especificada do Intestino,38
Q338,Outras Malformações Congênitas do Pulmão,38
O150,Eclâmpsia na Gravidez,38
N059,Síndrome Nefrítica Não Especificada,38
M139,Artrite Não Especificada,38
K431,Hérnia Ventral Com Gangrena,38
I447,Bloqueio de Ramo Esquerdo Não Especificado,38
D508,Outras Anemias Por Deficiência de Ferro,38
C728,Neoplasia Maligna do Encéfalo e de Outras Partes do Sistema Nervoso Central Com Lesão Invasiva,38
C712,Neoplasia Maligna do Lobo Temporal,38
C495,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles da Pelve,38
C060,Neoplasia Maligna da Mucosa Oral,38
B582,Meningoencefalite Por Toxoplasma,38
Y189,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada",37
X824,Lesão Autoprovocada Intencionalmente Por Impacto de um Veículo a Motor,37
X459,Envenenamento (intoxicação) Acidental Por e Exposição ao Álcool,37
V091,Pedestre Traumatizado em um Acidente Não-de-trânsito Não Especificado,37
P53,Doença Hemorrágica do Feto e do Recém-nascido,37
O622,Outras Formas de Inércia Uterina,37
K669,"Afecções do Peritônio, Sem Outra Especificação",37
K413,"Hérnia Femoral Unilateral ou Não Especificada, Com Obstrução, Sem Gangrena",37
J681,"Edema Pulmonar Devido a Produtos Químicos, Gases, Fumaças e Vapores",37
I459,Transtorno de Condução Não Especificado,37
G062,Abscesso Extradural e Subdural Não Especificados,37
E512,Encefalopatia de Wernicke,37
C680,Neoplasia Maligna da Uretra,37
C446,"Neoplasia Maligna da Pele do Membro Superior, Incluindo Ombro",37
B162,"Hepatite Aguda B Sem Agente Delta, Com Coma Hepático",37
Y339,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada",36
Y201,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",36
Y089,Agressão Por Outros Meios Especificados,36
Y079,Outras Síndromes de Maus Tratos Por Pessoa Não Especificada,36
X951,Agressão Por Meio de Disparo de Outra Arma de Fogo ou de Arma Não Especificada,36
W770,"Risco a Respiração Devido a Desmoronamento, Queda de Terra e de Outras Substâncias",36
V440,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,36
