causa_morte,descricao_morte,soma_morte
V845,Condutor (motorista) de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente Não-de-trânsito,43
Q431,Doença de Hirschsprung,43
Q257,Outras Malformações Congênitas da Artéria Pulmonar,43
P024,Feto e Recém-nascido Afetados Por Prolapso de Cordão Umbilical,43
O996,"Doenças do Aparelho Digestivo Complicando a Gravidez, o Parto e o Puerpério",43
M359,Comprometimento Sistêmico Não Especificado do Tecido Conjuntivo,43
K716,Doença Hepática Tóxica Com Hepatite Não Classificada em Outra Parte,43
D688,Outros Defeitos Especificados da Coagulação,43
C183,Neoplasia Maligna da Flexura (ângulo) Hepática(o),43
C068,Neoplasia Maligna de Outras Partes e de Partes Não Especificadas da Boca Com Lesão Invasiva,43
Y084,Agressão Por Outros Meios Especificados,42
W129,Queda em ou de um Andaime,42
V434,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Pessoa Traumatizada ao Subir ou Descer do Veículo",42
V149,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,42
P289,"Afecção Respiratória do Recém-nascido, Não Especificada",42
N359,Estenose (estreitamento) Uretral Não Especificada(o),42
M622,Infarto Isquêmico do Músculo,42
M350,Síndrome Seca (Sjögren),42
K838,Outras Doenças Especificadas Das Vias Biliares,42
J678,"Pneumonites de Hipersensibilidade, Devidas a Outras Poeiras Orgânicas",42
I772,Ruptura de Artéria,42
I312,Hemopericárdio Não Classificado em Outra Parte,42
G621,Polineuropatia Alcoólica,42
D500,Anemia Por Deficiência de Ferro Secundária à Perda de Sangue (crônica),42
C574,Neoplasia Maligna Dos Anexos Uterinos,42
C151,Neoplasia Maligna da Porção Torácica do Esôfago (esôfago Torácico),42
B162,"Hepatite Aguda B Sem Agente Delta, Com Coma Hepático",42
A183,"Tuberculose do Intestino, do Peritônio e Dos Gânglios Mesentéricos",42
Y339,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada",41
V498,Ocupante (qualquer) de um Automóvel (carro) Traumatizado em Outros Acidentes de Transporte Especificados,41
V180,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,41
Q871,Síndromes Com Malformações Congênitas Associadas Predominantemente Com Nanismo,41
Q780,Osteogênese Imperfeita,41
Q054,"Espinha Bífida Não Especificada, Com Hidrocefalia",41
P529,"Hemorragia Intracraniana (não-traumática) do Feto e do Recém-nascido, Não Especificada",41
O85,Infecção Puerperal,41
K229,"Doença do Esôfago, Sem Outra Especificação",41
I052,Estenose Mitral Com Insuficiência,41
G379,"Doença Desmielinizante do Sistema Nervoso Central, Não Especificada",41
G002,Meningite Estreptocócica,41
E880,Distúrbios do Metabolismo Das Proteínas Plasmáticas Não Classificados em Outra Parte,41
E752,Outras Esfingolipidoses,41
E055,"Crise ou ""tempestade"" Tireotóxica",41
D374,Neoplasia de Comportamento Incerto ou Desconhecido Dos Cólons,41
D180,Hemangioma de Qualquer Localização,41
C915,Leucemia de Células T do Adulto,41
C770,"Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos da Cabeça, Face e Pescoço",41
C709,"Neoplasia Maligna da Meninge, Não Especificada",41
C039,"Neoplasia Maligna da Gengiva, Não Especificada",41
B259,Doença Não Especificada Por Citomegalovírus,41
A161,"Tuberculose Pulmonar, Sem Realização de Exame Bacteriológico ou Histológico",41
A048,Outras Infecções Bacterianas Intestinais Especificadas,41
Y871,Seqüelas de Uma Agressão,40
W204,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",40
W140,Queda de Árvore,40
V871,Pessoa Traumatizada em Uma Colisão Entre Outro Veículo a Motor e um Veículo a Motor de Duas ou Três Rodas (acidente de Trânsito),40
V689,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,40
V480,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,40
Q338,Outras Malformações Congênitas do Pulmão,40
Q282,Malformação Arteriovenosa Dos Vasos Cerebrais,40
P044,Feto e Recém-nascido Afetados Pelo Uso de Drogas Que Causam Dependência Pela Mãe,40
N132,Hidronefrose Com Obstrução Por Calculose Renal e Ureteral,40
I510,Defeito Adquirido de Septo Cardíaco,40
I470,Arritmia Ventricular Por Reentrada,40
G210,Síndrome Maligna Dos Neurolépticos,40
D691,Defeitos Qualitativos Das Plaquetas,40
C901,Leucemia Plasmocitária,40
C794,Neoplasia Maligna Secundária de Outras Partes do Sistema Nervoso e Não Especificadas,40
C495,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles da Pelve,40
C009,"Neoplasia Maligna do Lábio, Não Especificado",40
Y830,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica Com Transplante de Todo o Órgão, Sem Menção de Acidente Durante a Intervenção",39
X670,Auto-intoxicação Intencional Por Outros Gases e Vapores,39
X620,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",39
V040,Pedestre Traumatizado em Colisão Com um Veículo de Transporte Pesado ou Com um Ônibus,39
Q224,Estenose Congênita da Valva Tricúspide,39
Q201,Ventrículo Direito Com Dupla Via de Saída,39
P031,"Feto e Recém-nascido Afetados Por Outras Apresentações Anormais, Má-posições e Desproporções Durante o Trabalho de Parto e o Parto",39
K210,Doença de Refluxo Gastroesofágico Com Esofagite,39
J399,Doença Não Especificada Das Vias Aéreas Superiores,39
I361,Insuficiência (da Valva) Tricúspide Não-reumática,39
F319,Transtorno Afetivo Bipolar Não Especificado,39
F106,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,39
E640,Seqüelas de Desnutrição Protéico-calórica,39
D694,Outra Trombocitopenia Primária,39
C398,Neoplasia Maligna do Aparelho Respiratório e Dos Órgãos Intratorácicos Com Lesão Invasiva,39
C253,Neoplasia Maligna do Canal Pancreático,39
C164,Neoplasia Maligna do Piloro,39
C138,Neoplasia Maligna da Hipofaringe Com Lesão Invasiva,39
C080,Neoplasia Maligna da Glândula Submandibular,39
A411,Septicemia Por Outros Estafilococos Especificados,39
Y048,Agressão Por Meio de Força Corporal,38
Y007,Agressão Por Meio de um Objeto Contundente,38
X971,"Agressão Por Meio de Fumaça, Fogo e Chamas",38
W079,Queda de Uma Cadeira,38
W011,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",38
V129,Ciclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,38
Q258,Outras Malformações Congênitas Das Grandes Artérias,38
Q218,Outras Malformações Congênitas Dos Septos Cardíacos,38
Q070,Síndrome de Arnold-Chiari,38
P53,Doença Hemorrágica do Feto e do Recém-nascido,38
N709,Salpingite e Ooforite Não Especificadas,38
L409,Psoríase Não Especificada,38
L032,Celulite da Face,38
K868,Outras Doenças Especificadas do Pâncreas,38
K820,Obstrução da Vesícula Biliar,38
K431,Hérnia Ventral Com Gangrena,38
K316,Fístula do Estômago e do Duodeno,38
K292,Gastrite Alcoólica,38
J840,Afecções Alveolares e Parieto-alveolares,38
I447,Bloqueio de Ramo Esquerdo Não Especificado,38
G959,Doença Não Especificada da Medula Espinal,38
E035,Coma Mixedematoso,38
C491,"Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles Dos Membros Superiores, Incluindo Ombro",38
B571,"Forma Aguda da Doença de Chagas, Sem Comprometimento Cardíaco",38
B178,Outras Hepatites Virais Agudas Especificadas,38
Y002,Agressão Por Meio de um Objeto Contundente,37
W192,Queda Sem Especificação,37
Q894,Reunião de Gêmeos,37
Q639,Malformação Congênita Não Especificada do Rim,37
Q438,Outras Malformações Congênitas Especificadas do Intestino,37
Q254,Outras Malformações Congênitas da Aorta,37
M340,Esclerose Sistêmica Progressiva,37
M339,Dermatopolimiosite Não Especificada,37
M318,Outras Vasculopatias Necrotizantes Especificadas,37
M139,Artrite Não Especificada,37
M109,"Gota, Não Especificada",37
I950,Hipotensão Idiopática,37
I820,Síndrome de Budd-Chiari,37
I741,Embolia e Trombose de Outras Porções da Aorta e Das Não Especificadas,37
I631,Infarto Cerebral Devido a Embolia de Artérias Pré-cerebrais,37
I00,Febre Reumática Sem Menção de Comprometimento do Coração,37
G711,Transtornos Miotônicos,37
G709,Transtorno Mioneural Não Especificado,37
E139,Outros Tipos Especificados de Diabetes Mellitus,37
C254,Neoplasia Maligna do Pâncreas Endócrino,37
C222,Hepatoblastoma,37
A523,Neurossífilis Não Especificada,37
Y841,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Hemodiálise, Sem Menção de Acidente Durante o Procedimento",36
X951,Agressão Por Meio de Disparo de Outra Arma de Fogo ou de Arma Não Especificada,36
X239,"Contato Com Abelhas, Vespas e Vespões",36
W307,Contato Com Maquinaria Agrícola,36
W119,Queda em ou de Escadas de Mão,36
W110,Queda em ou de Escadas de Mão,36
W080,Queda de Outro Tipo de Mobília,36
V680,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,36
V194,"Condutor Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",36
Q253,Estenose da Aorta,36
O152,Eclâmpsia no Puerpério,36
K702,Fibrose e Esclerose Alcoólicas do Fígado,36
K669,"Afecções do Peritônio, Sem Outra Especificação",36
I700,Aterosclerose da Aorta,36
G112,Ataxia Cerebelar de Início Tardio,36
G048,"Outras Encefalites, Mielites e Encefalomielites",36
C880,Macroglobulinemia de Waldenström,36
C493,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles do Tórax,36
A770,Febre Maculosa Por Rickettsia Richettsii,36
A490,Infecção Estafilocócica de Localização Não Especificada,36
X729,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,35
V746,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,35
V646,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,35
Q874,Síndrome de Marfan,35
Q614,Displasia Renal,35
Q339,Malformação Congênita Não Especificada do Pulmão,35
P700,Síndrome do Filho de Mãe Com Diabetes Gestacional,35
P013,Feto e Recém-nascido Afetados Por Polihidrâmnio,35
K528,"Outras Gastroenterites e Colites Especificadas, Não-infecciosas",35
I742,Embolia e Trombose de Artérias Dos Membros Superiores,35
I511,"Ruptura de Cordoalha Tendínea, Não Classificada em Outra Parte",35
I069,"Doença Reumática da Valva Aórtica, Não Especificada",35
C947,Outras Leucemias Especificadas,35
C715,Neoplasia Maligna do Ventrículo Cerebral,35
C479,"Neoplasia Maligna Dos Nervos Periféricos e Sistema Nervoso Autônomo, Não Especificados",35
Y300,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",34
X790,Lesão Autoprovocada Intencionalmente Por Objeto Contundente,34
V240,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,34
Q446,Doença Cística do Fígado,34
Q273,Malformação Artério-venosa Periférica,34
P788,Outros Transtornos Perinatais Especificados do Aparelho Digestivo,34
P159,Traumatismo de Parto Não Especificado,34
O149,Pré-eclâmpsia Não Especificada,34
M489,Espondilopatia Não Especificada,34
K630,Abscesso do Intestino,34
K30,Dispepsia,34
J157,Pneumonia Devida a Mycoplasma Pneumoniae,34
J101,"Influenza Com Outras Manifestações Respiratórias, Devida a Outro Vírus da Influenza (gripe) Identificado",34
J039,Amigdalite Aguda Não Especificada,34
G952,Compressão Não Especificada de Medula Espinal,34
E049,"Bócio Não-tóxico, Não Especificado",34
D467,Outras Síndromes Mielodisplásicas,34
C838,Outros Tipos de Linfoma Não-Hodgkin Difuso,34
C185,Neoplasia Maligna da Flexura (ângulo) Esplênica(o),34
C152,Neoplasia Maligna da Porção Abdominal do Esôfago (esôfago Abdominal),34
B238,Doença Pelo HIV Resultando em Outra Afecções Especificadas,34
Y579,Efeitos Adversos de Droga e Medicamento Não Especificado,33
Y288,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",33
X978,"Agressão Por Meio de Fumaça, Fogo e Chamas",33
X710,Lesão Autoprovocada Intencionalmente Por Afogamento e Submersão,33
X040,Exposição a Combustão de Substância Muito Inflamável,33
V675,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,33
Q245,Malformações Dos Vasos Coronários,33
P050,Recém-nascido de Baixo Peso Para a Idade Gestacional,33
N059,Síndrome Nefrítica Não Especificada,33
K717,Doença Hepática Tóxica Com Fibrose e Cirrose Hepáticas,33
J384,Edema da Laringe,33
I722,Aneurisma da Artéria Renal,33
F799,Retardo Mental Não Especificado,33
D762,Síndrome Hematofagocítica Associada à Infecção,33
D71,Transtornos Funcionais Dos Neutrófilos Polimorfonucleares,33
C764,Neoplasia Maligna do Membro Superior,33
C446,"Neoplasia Maligna da Pele do Membro Superior, Incluindo Ombro",33
B213,"Doença Pelo HIV Resultando em Outras Neoplasias Malignas Dos Tecidos Linfático, Hematopoético e Correlatos",33
A179,Tuberculose Não Especificada do Sistema Nervoso,33
A060,Disenteria Amebiana Aguda,33
W205,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",32
V585,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,32
V430,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Condutor (motorista) Traumatizado em um Acidente Não-de-trânsito",32
V090,"Pedestre Traumatizado em um Acidente Não-de-trânsito, Envolvendo Outros Veículos a Motor e os Não Especificados",32
Q410,"Ausência, Atresia e Estenose Congênita do Duodeno",32
O622,Outras Formas de Inércia Uterina,32
N921,Menstruação Excessiva e Freqüente Com Ciclo Irregular,32
N308,Outras Cistites,32
M328,Outras Formas de Lúpus Eritematoso Disseminado (sistêmico),32
I603,Hemorragia Subaracnóide Proveniente da Artéria Comunicante Posterior,32
I479,Taquicardia Paroxística Não Especificada,32
I088,Outras Doenças de Múltiplas Valvas,32
G402,Epilepsia e Síndromes Epilépticas Sintomáticas Definidas Por Sua Localização (focal) (parcial) Com Crises Parciais Complexas,32
C447,"Neoplasia Maligna da Pele do Membro Inferior, Incluindo Quadril",32
C062,Neoplasia Maligna da Área Retromolar,32
A180,Tuberculose Óssea e Das Articulações,32
Y832,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica Com Anastomose, Derivação (""bypass"") ou Enxerto, Sem Menção de Acidente Durante a Intervenção",31
Y330,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada",31
X724,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,31
X659,Auto-intoxicação Voluntária Por Álcool,31
W854,Exposição a Linhas de Transmissão de Corrente Elétrica,31
Q048,Outras Malformações Congênitas Especificadas do Encéfalo,31
P916,Encefalopatia Hipóxico-isquêmica do Recém-nascido,31
P371,Toxoplasmose Congênita,31
P361,Septicemia do Recém-nascido Devida a Outros Estreptococos e Aos Não Especificados,31
N832,Outros Cistos Ovarianos e os Não Especificados,31
N499,"Transtorno Inflamatório de Órgão Genital Masculino, Não Especificado",31
L100,Pênfigo Vulgar,31
K833,Fístula de Via Biliar,31
K311,Estenose Pilórica Hipertrófica do Adulto,31
K276,Úlcera Péptica de Localização Não Especificada,31
J850,Gangrena e Necrose do Pulmão,31
J156,Pneumonia Devida a Outras Bactérias Aeróbicas Gram-negativas,31
I890,Linfedema Não Classificado em Outra Parte,31
I459,Transtorno de Condução Não Especificado,31
G219,Parkinsonismo Secundário Não Especificado,31
E512,Encefalopatia de Wernicke,31
D728,Outros Transtornos Especificados Dos Glóbulos Brancos,31
D383,Neoplasia de Comportamento Incerto ou Desconhecido do Mediastino,31
D022,Carcinoma in Situ Dos Brônquios e Pulmões,31
C914,Leucemia de Células Pilosas,31
C608,Neoplasia Maligna do Pênis Com Lesão Invasiva,31
C172,Neoplasia Maligna do Íleo,31
B212,Doença Pelo HIV Resultando em Outros Tipos de Linfoma Não-Hodgkin,31
Y442,Efeitos Adversos de Anticoagulantes,30
Y005,Agressão Por Meio de um Objeto Contundente,30
X080,"Exposição a Outro Tipo Especificado de Fumaça, Fogo ou Chamas",30
O903,Cardiomiopatia no Puerpério,30
O459,"Descolamento Prematuro da Placenta, Não Especificado",30
